generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1774209735-b07WigoURurLbag4lg7C,2026-03-22 20:02:15.531,0.010281,,,0,0,39333,145,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,10089,5839,OpenClaw,OPenClaw
gen-1774209728-FgSfRaH4wFtXMJ8LXy5w,2026-03-22 20:02:08.042,0.009532,,,0,0,36513,104,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7345,4155,OpenClaw,OPenClaw
gen-1774209722-LIjtN0mhbaWm7HtKKG9O,2026-03-22 20:02:02.553,0.006337,,-0.002654,0,0,34459,84,0,20416,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5392,2518,OpenClaw,OPenClaw
gen-1774209715-Pr3HFsy3ssgOiJ6rZsUb,2026-03-22 20:01:55.817,0.008772,,-0.000191,0,0,34277,136,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6637,2399,OpenClaw,OPenClaw
gen-1774209709-nqgwTdMHj6wAruOPUu2E,2026-03-22 20:01:49.644,0.008951,,,0,0,34325,71,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5786,3985,OpenClaw,OPenClaw
gen-1774209703-MyLvYFawxzSEI62eWWy0,2026-03-22 20:01:43.976,0.008203,,-0.000191,0,0,32167,84,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5033,2027,OpenClaw,OPenClaw
gen-1774209696-195qhyBbG0bteSdMjyUo,2026-03-22 20:01:36.875,0.008283,,,0,0,31752,73,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7016,4827,OpenClaw,OPenClaw
gen-1774209690-QhSWTd6hBD8f3vgdHvUI,2026-03-22 20:01:30.563,0.007995,,,0,0,30627,86,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6215,3785,OpenClaw,OPenClaw
gen-1774209683-uhqvE3gdrDxQG1TOiBnb,2026-03-22 20:01:23.994,0.005334,,-0.000016,0,0,20454,88,0,128,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6491,3576,OpenClaw,OPenClaw
gen-1774209679-YZjM1wWT5Tik879rGg0c,2026-03-22 20:01:19.342,0.004579,,-0.000191,0,0,18218,89,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4441,1668,OpenClaw,OPenClaw
gen-1774208056-dwaRm3xhpBcqmhIpmkjM,2026-03-22 19:34:16.874,0.014199,,-0.003702,0,0,62868,4096,0,28480,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,length,length,122007,4015,OpenClaw,OPenClaw
gen-1774208047-OE7WcooaYWlPHYEhdKR8,2026-03-22 19:34:07.886,0.01383,,,0,0,53077,81,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,8908,6201,OpenClaw,OPenClaw
gen-1774208041-1CICjxnTQT4yjelKIjFD,2026-03-22 19:34:01.876,0.007368,,-0.006381,0,0,52767,79,0,49088,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5778,3060,OpenClaw,OPenClaw
gen-1774207992-nnRSHzRmUMVHJTPw0MWN,2026-03-22 19:33:12.823,0.013912,,,0,0,51608,1300,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,48831,5666,OpenClaw,OPenClaw
gen-1774207987-I2uIHdOraa7HqimxJM4j,2026-03-22 19:33:07.660,0.006647,,-0.006514,0,0,50522,68,0,50112,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5097,2813,OpenClaw,OPenClaw
gen-1774207981-JmYIMZUhdfYFVU0GiJr1,2026-03-22 19:33:01.671,0.010236,,-0.002845,0,0,50159,108,0,21888,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5898,2450,OpenClaw,OPenClaw
gen-1774207975-51TukzAa2aBSmG1mVufn,2026-03-22 19:32:55.669,0.012831,,-0.000066,0,0,49476,89,0,512,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5929,2983,OpenClaw,OPenClaw
gen-1774207968-InQ6P9XHELdcGXIs07S8,2026-03-22 19:32:48.550,0.008499,,-0.004293,0,0,49088,79,0,33024,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6906,3907,OpenClaw,OPenClaw
gen-1774207930-vGQ5NvQV6h15KBuW718q,2026-03-22 19:32:10.648,0.012916,,,0,0,48242,984,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,37794,5046,OpenClaw,OPenClaw
gen-1774207922-d8UJQ0yzZeWSagsR5VcH,2026-03-22 19:32:02.309,0.009018,,-0.003128,0,0,46523,133,0,24064,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7231,2996,OpenClaw,OPenClaw
gen-1774207913-Ad2VET3KT1FurTdEjn2F,2026-03-22 19:31:53.528,0.005608,,-0.003011,0,0,33025,88,0,23168,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5004,1832,OpenClaw,OPenClaw
gen-1774207905-pz59cmB93Z12dAwLWSxt,2026-03-22 19:31:45.275,0.005639,,-0.002421,0,0,30875,88,0,18624,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4929,2109,OpenClaw,OPenClaw
gen-1774207898-SGJbu8SQgcDPz7qSbhn3,2026-03-22 19:31:38.653,0.007254,,-0.000191,0,0,28493,100,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5656,1870,OpenClaw,OPenClaw
gen-1774207890-6URfJRrWifGJ0yqJuUoi,2026-03-22 19:31:30.086,0.00709,,,0,0,27116,107,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7793,4138,OpenClaw,OPenClaw
gen-1774207883-kdYlz7IPKg4xunDqHNPd,2026-03-22 19:31:23.519,0.003429,,-0.002878,0,0,24117,99,0,22144,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5491,1988,OpenClaw,OPenClaw
gen-1774207879-vC5L5ePweXRSyv0uRSCt,2026-03-22 19:31:19.350,0.003066,,-0.002995,0,0,23210,71,0,23040,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4111,1763,OpenClaw,OPenClaw
gen-1774207875-vzsyDbFeB5PtIFNOOc7i,2026-03-22 19:31:15.555,0.005834,,-0.000191,0,0,23077,69,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,3738,1511,OpenClaw,OPenClaw
gen-1774207870-djJHtE8LHYDl3tO6UR8y,2026-03-22 19:31:10.802,0.005604,,-0.000191,0,0,22172,82,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4687,2059,OpenClaw,OPenClaw
gen-1774207866-wZDaw78vZ5dgUQKLvsOi,2026-03-22 19:31:06.073,0.005545,,-0.000191,0,0,21927,95,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4657,1737,OpenClaw,OPenClaw
gen-1774207860-Q9PNHVoaNA4jXoUGSvQG,2026-03-22 19:31:00.406,0.004693,,-0.000191,0,0,18641,100,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4957,1880,OpenClaw,OPenClaw
gen-1774201768-5coyI9Eyw7k1KpzFaikj,2026-03-22 17:49:28.696,0.001765,,,,0,1001,586,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,3850,351,EdgeTrader Coach,EdgeTrader
gen-1774195333-Iqgb50H0FwNmGiEp498S,2026-03-22 16:02:13.748,0.005771,,-0.002612,0,0,31967,190,0,20096,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,stop,stop,9320,2140,OpenClaw,OPenClaw
gen-1774195328-rmdNe33W8MczyhpeD10g,2026-03-22 16:02:08.565,0.004615,,-0.002995,0,0,29173,67,0,23040,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5079,2620,OpenClaw,OPenClaw
gen-1774195321-D5TFYVmf7PSeapI9RUAT,2026-03-22 16:02:01.765,0.006956,,-0.000041,0,0,26699,148,0,320,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6683,1862,OpenClaw,OPenClaw
gen-1774195317-89Gbo4fotGdecVY8xCJZ,2026-03-22 16:01:57.820,0.003332,,-0.003011,0,0,24317,57,0,23168,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,3877,1858,OpenClaw,OPenClaw
gen-1774195294-fLF4ZFSlOZPgJOBYkpiv,2026-03-22 16:01:34.465,0.006381,,-0.000016,0,0,23565,715,0,128,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,23209,1990,OpenClaw,OPenClaw
gen-1774195290-7yPd9a2QvooSVQlQOEcd,2026-03-22 16:01:30.366,0.005863,,-0.000191,0,0,23175,78,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4047,1530,OpenClaw,OPenClaw
gen-1774195286-T5rYxiW1fhMU3OUVKKSe,2026-03-22 16:01:26.203,0.005981,,-0.000041,0,0,23059,73,0,320,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4028,1661,OpenClaw,OPenClaw
gen-1774195278-i39k1fPnV5yOZFSVew4u,2026-03-22 16:01:18.811,0.003256,,-0.002745,0,0,22848,161,0,21120,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7335,2183,OpenClaw,OPenClaw
gen-1774195273-vMsGTR2MZqMZOuVtcjVy,2026-03-22 16:01:13.313,0.005349,,-0.000191,0,0,21179,89,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4447,1546,OpenClaw,OPenClaw
gen-1774195266-mmHbuPDWAciOvsQI3Q9Z,2026-03-22 16:01:06.798,0.005199,,-0.000074,0,0,20148,95,0,576,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5617,2326,OpenClaw,OPenClaw
gen-1774195260-vODn7eOTBouc8l6DVz83,2026-03-22 16:01:00.309,0.004694,,-0.000191,0,0,18638,105,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5390,2015,OpenClaw,OPenClaw
gen-1774188956-OgAUmLBriKz6weEJChUF,2026-03-22 14:15:56.685,0.0012,,-0.001362,,0,5203,401,0,5048,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,3241,673,EdgeTrader Coach,EdgeTrader
gen-1774188912-inVwKosk2iiNPDOajHdh,2026-03-22 14:15:12.777,0.001802,,,,0,5065,113,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,1304,372,EdgeTrader Coach,EdgeTrader
gen-1774181150-PV86Vm1W9vSaE0Tk0hiz,2026-03-22 12:05:50.032,0.008428,,-0.00505,0,0,51390,310,0,38848,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,stop,stop,12957,2874,OpenClaw,OPenClaw
gen-1774181139-cp51YZAig8b7lcreZRPN,2026-03-22 12:05:39.361,0.013413,,,0,0,51364,155,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,10489,5155,OpenClaw,OPenClaw
gen-1774181126-TmYoqiXgjoDkNO73W2bD,2026-03-22 12:05:26.800,0.013373,,,0,0,51149,197,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,12404,5528,OpenClaw,OPenClaw
gen-1774181118-P23u1aOyNeGGZEcxFeqD,2026-03-22 12:05:18.745,0.013042,,-0.000191,0,0,50668,159,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7948,2748,OpenClaw,OPenClaw
gen-1774181109-gL7OPlmzYmmZz94pmfr5,2026-03-22 12:05:09.444,0.01259,,,0,0,48250,120,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,9129,5574,OpenClaw,OPenClaw
gen-1774181095-NaqGtqvpY7Cs6DPbC1xp,2026-03-22 12:04:55.525,0.009669,,-0.002803,0,0,47458,354,0,21568,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,13701,2595,OpenClaw,OPenClaw
gen-1774181067-wZMu98r8jEJK4jlxG6xK,2026-03-22 12:04:27.379,0.012237,,-0.000191,0,0,46567,845,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,28035,2526,OpenClaw,OPenClaw
gen-1774181059-SHcgAR8eZbSnjVoyqmhI,2026-03-22 12:04:19.991,0.011444,,,0,0,43877,96,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7255,4308,OpenClaw,OPenClaw
gen-1774181054-sZfqftDoMx2C28veVC4k,2026-03-22 12:04:14.070,0.011165,,-0.000191,0,0,43562,81,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5772,3008,OpenClaw,OPenClaw
gen-1774181007-oCMCEFTjRvOYqwWnERTR,2026-03-22 12:03:27.036,0.007288,,-0.004209,0,0,41979,1536,0,32384,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,46959,2718,OpenClaw,OPenClaw
gen-1774181001-NoII5st9XQg8qAgfgaZa,2026-03-22 12:03:21.868,0.009941,,-0.000191,0,0,38865,74,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4991,2442,OpenClaw,OPenClaw
gen-1774180993-UddDHygLyisFmpTEVphs,2026-03-22 12:03:13.614,0.010155,,,0,0,38936,85,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,8009,5029,OpenClaw,OPenClaw
gen-1774180966-4dmoQXJcAqvqrtPGn0r4,2026-03-22 12:02:46.603,0.009957,,-0.000191,0,0,37971,727,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,26900,4299,OpenClaw,OPenClaw
gen-1774180960-jFPlzFAWkMMoJj1Gtp8L,2026-03-22 12:02:40.486,0.007148,,-0.002604,0,0,37393,81,0,20032,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5250,2633,OpenClaw,OPenClaw
gen-1774180951-dVnspJpecB9idYL5lNgc,2026-03-22 12:02:31.208,0.008276,,-0.000191,0,0,32424,99,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6020,2894,OpenClaw,OPenClaw
gen-1774180946-pC74o0odxsfZ5OATaEcN,2026-03-22 12:02:26.367,0.003786,,-0.002454,0,0,23889,78,0,18880,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4218,1875,OpenClaw,OPenClaw
gen-1774180941-8RFsQC1kuOpcTuwCi14X,2026-03-22 12:02:21.260,0.003064,,-0.002695,0,0,22023,90,0,20736,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4563,1725,OpenClaw,OPenClaw
gen-1774180934-G3T1AeZgnFvgRF7zEqRR,2026-03-22 12:02:14.422,0.005456,,-0.000191,0,0,21573,101,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5828,2663,OpenClaw,OPenClaw
gen-1774180928-ON4TNlVshvm6MQQUyJAb,2026-03-22 12:02:08.160,0.00541,,-0.000041,0,0,20799,116,0,320,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5205,1588,OpenClaw,OPenClaw
gen-1774180921-dtUoIoucy8jifiZfbyxm,2026-03-22 12:02:01.509,0.005218,,-0.000041,0,0,20064,114,0,320,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5770,1904,OpenClaw,OPenClaw
gen-1774180915-WutUbievfuJt7g8BkaLk,2026-03-22 12:01:55.012,0.004805,,-0.000191,0,0,19043,120,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5258,1444,OpenClaw,OPenClaw
gen-1774180909-s4623i46WbsWR5kSFwm8,2026-03-22 12:01:49.437,0.004767,,-0.000191,0,0,18917,107,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5498,2155,OpenClaw,OPenClaw
gen-1774180902-gGv22Td64uoa1x2ojIQh,2026-03-22 12:01:42.939,0.004703,,-0.000191,0,0,18664,112,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6409,2598,OpenClaw,OPenClaw
gen-1774180899-Kv2qsLFLbcmNyjFW1E2E,2026-03-22 12:01:39.098,0.004661,,-0.000191,0,0,18565,69,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,3734,1518,OpenClaw,OPenClaw
gen-1774163131-QCwRA2VgTc2jG6AtT8WF,2026-03-22 07:05:31.385,0.011943,,,0,0,45336,411,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,stop,stop,19682,5585,OpenClaw,OPenClaw
gen-1774163114-4wO6PbKGuDB1W6HqsAAt,2026-03-22 07:05:14.852,0.011662,,,0,0,44716,95,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,16454,12933,OpenClaw,OPenClaw
gen-1774163106-2H56pyuAa2HQu5L9h5HP,2026-03-22 07:05:06.972,0.010799,,-0.000191,0,0,42053,149,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7778,2819,OpenClaw,OPenClaw
gen-1774163099-EB1crSUVtqQZHirMZMi8,2026-03-22 07:04:59.668,0.010979,,,0,0,42091,94,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7210,4289,OpenClaw,OPenClaw
gen-1774163089-H81Dg6YXicDRICzDtHE5,2026-03-22 07:04:48.949,0.010344,,,0,0,39649,93,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,10457,7559,OpenClaw,OPenClaw
gen-1774163053-TgOGOpRNTjTHBGKo99C5,2026-03-22 07:04:13.800,0.007949,,-0.002429,0,0,38332,1086,0,18688,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,35084,2183,OpenClaw,OPenClaw
gen-1774163046-9jBawGxwQ1G7DcxEkqF5,2026-03-22 07:04:06.802,0.009769,,,0,0,37449,86,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6928,4179,OpenClaw,OPenClaw
gen-1774163041-Y7kHXJ4f6FP8tsnTsXVs,2026-03-22 07:04:01.209,0.006663,,-0.00302,0,0,37125,82,0,23232,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5523,2686,OpenClaw,OPenClaw
gen-1774163036-dee7guOK96NTIFvmZKL0,2026-03-22 07:03:56.078,0.005308,,-0.004343,0,0,37000,83,0,33408,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4907,2222,OpenClaw,OPenClaw
gen-1774162969-GRRvcPEfOqwiLIvQF8pn,2026-03-22 07:02:49.539,0.005917,,-0.003935,0,0,34902,2047,0,30272,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,66487,2106,OpenClaw,OPenClaw
gen-1774162964-PhHkz32JK0BvxSzYQKvY,2026-03-22 07:02:44.258,0.005321,,-0.003402,0,0,33433,84,0,26176,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5219,2399,OpenClaw,OPenClaw
gen-1774162959-s0KdNiRJP9VjTyoWAt1t,2026-03-22 07:02:39.676,0.007719,,-0.000191,0,0,30319,73,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4503,2051,OpenClaw,OPenClaw
gen-1774162953-HMgLzXfJU3OEZpplWqRl,2026-03-22 07:02:32.931,0.007932,,,0,0,30397,78,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6357,4100,OpenClaw,OPenClaw
gen-1774162903-Y9ZH1TZ9xVX0v0ZAPDQo,2026-03-22 07:01:43.633,0.007832,,-0.000191,0,0,28641,1519,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,49110,3366,OpenClaw,OPenClaw
gen-1774162896-KO0wwp2BsAq1jSsuFQbW,2026-03-22 07:01:35.930,0.007224,,,0,0,27645,96,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6330,3119,OpenClaw,OPenClaw
gen-1774162889-ROMYcD8WDNqs72RHEn4F,2026-03-22 07:01:29.589,0.003583,,-0.003269,0,0,26214,98,0,25152,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5415,2134,OpenClaw,OPenClaw
gen-1774162882-8FJjTsWOO6rq0Mr2fDAJ,2026-03-22 07:01:22.219,0.006401,,-0.000191,0,0,25214,98,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6523,3293,OpenClaw,OPenClaw
gen-1774162875-Z4dqAqbPE7JznT3aUayx,2026-03-22 07:01:15.508,0.003745,,-0.002387,0,0,23418,118,0,18368,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5821,1543,OpenClaw,OPenClaw
gen-1774162870-vrzbrg3xDHEdRUQlTZSV,2026-03-22 07:01:10.598,0.005892,,-0.000191,0,0,23276,85,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4842,2106,OpenClaw,OPenClaw
gen-1774162865-l63KfhzpZE01CMoe8mHZ,2026-03-22 07:01:05.885,0.004822,,-0.000066,0,0,18695,74,0,512,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4634,2091,OpenClaw,OPenClaw
gen-1774162860-jM5zrvDwIz2g6d5EmooV,2026-03-22 07:01:00.300,0.004609,,-0.000191,0,0,18389,51,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,3283,1644,OpenClaw,OPenClaw
gen-1774161177-l3FRtt1ns5TmIA6r0k8c,2026-03-22 06:32:57.486,0.010895,,,0,0,41906,1,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,true,true,,,,2943,2522,OpenClaw,OPenClaw
gen-1774161153-vLwhGaHUmwdzrnooCdp7,2026-03-22 06:32:33.198,0.011073,,-0.000191,0,0,42283,715,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,24186,2922,OpenClaw,OPenClaw
gen-1774161119-yved0He5PFVIU5DvXYU4,2026-03-22 06:31:59.768,0.010924,,-0.000191,0,0,41142,1102,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,33270,2569,OpenClaw,OPenClaw
gen-1774161084-EagFOZ9UZ7BK6y6TMDkQ,2026-03-22 06:31:24.253,0.010628,,-0.000191,0,0,39972,1123,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,35453,2187,OpenClaw,OPenClaw
gen-1774161079-lDHQ3fVeWW8T8dFTj1co,2026-03-22 06:31:19.400,0.010254,,-0.000024,0,0,39441,64,0,192,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4788,2586,OpenClaw,OPenClaw
gen-1774161074-hfKT734qZ0bIFMdGCqBQ,2026-03-22 06:31:14.045,0.005361,,-0.0047,0,0,38600,68,0,36160,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5214,2936,OpenClaw,OPenClaw
gen-1774161058-r8G0VziLlZdBbbllEe2S,2026-03-22 06:30:58.971,0.005333,,-0.004384,0,0,36789,402,0,33728,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,14993,2220,OpenClaw,OPenClaw
gen-1774161053-G61UuETFNDWkz4khVwtH,2026-03-22 06:30:53.934,0.009375,,-0.000191,0,0,36717,54,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,4307,2357,OpenClaw,OPenClaw
gen-1774161046-kPFxYBN5DELvu2T2tmAw,2026-03-22 06:30:46.051,0.009602,,,0,0,36792,96,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,7294,4225,OpenClaw,OPenClaw
gen-1774161037-hxnyPn1a0u4RBpkPMNIA,2026-03-22 06:30:37.240,0.009556,,,0,0,36630,86,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,8036,4936,OpenClaw,OPenClaw
gen-1774161031-NrHNTwC2gVh6mbzPI3U9,2026-03-22 06:30:31.151,0.005648,,-0.003835,0,0,36308,115,0,29504,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5915,2042,OpenClaw,OPenClaw
gen-1774161025-u90MAZZOsqVNBDwlhKRh,2026-03-22 06:30:25.061,0.00707,,-0.002379,0,0,36168,121,0,18304,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,5993,2073,OpenClaw,OPenClaw
gen-1774161018-tOFW19RtrF0xlH2nvTpI,2026-03-22 06:30:18.347,0.008771,,-0.000041,0,0,33730,114,0,320,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6613,3149,OpenClaw,OPenClaw
gen-1774161011-8DveidH9KIo5w2baeVtV,2026-03-22 06:30:11.384,0.007535,,-0.000191,0,0,29541,121,0,1472,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,tool_calls,tool_calls,6862,3054,OpenClaw,OPenClaw
